Source,Target,Weight,Type
Go Ahead Eagles,AZ Alkmaar,1,Directed
Go Ahead Eagles,Athletic Bilbao,1,Directed
Go Ahead Eagles,BATE Borisov,1,Directed
Go Ahead Eagles,CA Osasuna,1,Directed
Go Ahead Eagles,Celta de Vigo,1,Directed
Go Ahead Eagles,Chamois Niort,1,Directed
Go Ahead Eagles,FC Den Bosch,1,Directed
Go Ahead Eagles,FC Twente,1,Directed
Go Ahead Eagles,Gefle,1,Directed
Go Ahead Eagles,Hamburger SV,1,Directed
Go Ahead Eagles,Ittihad Kalba,1,Directed
Go Ahead Eagles,NEC Nijmegen,1,Directed
Go Ahead Eagles,PSV Eindhoven,1,Directed
Go Ahead Eagles,Pirin,1,Directed
Go Ahead Eagles,RKC Waalwijk,1,Directed
Go Ahead Eagles,RSC Anderlecht,1,Directed
Go Ahead Eagles,SC Cambuur,1,Directed
Go Ahead Eagles,SC Heerenveen,1,Directed
Go Ahead Eagles,SS Lazio,1,Directed
Go Ahead Eagles,SV Sandhausen,1,Directed
Go Ahead Eagles,Sheffield Wednesday,1,Directed
Go Ahead Eagles,Stabæk Fotball,1,Directed
Go Ahead Eagles,TOP Oss,1,Directed
Go Ahead Eagles,Telstar,1,Directed
Granada CF,AS Monaco,1,Directed
Granada CF,CD Leganés,1,Directed
Granada CF,CD Tenerife,1,Directed
Granada CF,Chelsea FC,1,Directed
Granada CF,Deportivo Alavés,1,Directed
Granada CF,Elche CF,1,Directed
Granada CF,Ferencváros,1,Directed
Granada CF,Getafe,1,Directed
Granada CF,Levante UD,1,Directed
Granada CF,Manchester City,1,Directed
Granada CF,Málaga CF,1,Directed
Granada CF,Red Star FC,1,Directed
Granada CF,River Plate,1,Directed
Granada CF,SD Eibar,1,Directed
Granada CF,Udinese Calcio,1,Directed
Granada CF,Vélez Sarsfield,1,Directed
Göztepe,Adanaspor,1,Directed
Göztepe,Akhmat Grozny,1,Directed
Göztepe,Ankaraspor,1,Directed
Göztepe,Antalyaspor,1,Directed
Göztepe,Aris Saloniki,1,Directed
Göztepe,BB Erzurumspor,1,Directed
Göztepe,Bröndby IF,1,Directed
Göztepe,Dinamo Zagreb,1,Directed
Göztepe,FC Wacker,1,Directed
Göztepe,GD Alvarenga,1,Directed
Göztepe,Gil Vicente FC,1,Directed
Göztepe,Holstein Kiel,1,Directed
Göztepe,KAA Gent,1,Directed
Göztepe,Kocaelispor,1,Directed
Göztepe,MKE Ankaragücü,1,Directed
Göztepe,Pendikspor,1,Directed
Göztepe,RB Leipzig,1,Directed
Göztepe,Rakow,1,Directed
Göztepe,San Lorenzo,1,Directed
Göztepe,Trabzonspor,1,Directed
Göztepe,Viking FK,1,Directed
Göztepe,Vitesse,1,Directed
Hatayspor,AEK Athens,1,Directed
Hatayspor,AS Monaco,1,Directed
Hatayspor,AS Saint-Étienne,1,Directed
Hatayspor,Adiyaman FK,1,Directed
Hatayspor,Al-Raed,1,Directed
Hatayspor,Al-Sailiya SC,1,Directed
Hatayspor,Al-Taawoun,1,Directed
Hatayspor,Alanya Kestel,1,Directed
Hatayspor,Alanyaspor,1,Directed
Hatayspor,Altinordu,1,Directed
Hatayspor,Amed SK,1,Directed
Hatayspor,Antalyaspor,1,Directed
Hatayspor,Asteras Tripoli,1,Directed
Hatayspor,Basaksehir,1,Directed
Hatayspor,Benevento Calcio,1,Directed
Hatayspor,Chamois Niort,1,Directed
Hatayspor,Dijon FCO,1,Directed
Hatayspor,ESTAC Troyes,1,Directed
Hatayspor,El Ahly,1,Directed
Hatayspor,Eyüpspor,1,Directed
Hatayspor,FC Midtjylland,1,Directed
Hatayspor,Fatih Karagümrük,1,Directed
Hatayspor,GMG Kastamonu,1,Directed
Hatayspor,Giresunspor,1,Directed
Hatayspor,Girondins de Bordeaux,1,Directed
Hatayspor,Guingamp,1,Directed
Hatayspor,Göztepe,1,Directed
Hatayspor,Hannover 96,1,Directed
Hatayspor,Istanbulspor,1,Directed
Hatayspor,KF Tirana,1,Directed
Hatayspor,KV Kortrijk,1,Directed
Hatayspor,Karlsruher SC,1,Directed
Hatayspor,Konyaspor,1,Directed
Hatayspor,MKE Ankaragücü,1,Directed
Hatayspor,Malatyaspor,1,Directed
Hatayspor,Menemenspor,1,Directed
Hatayspor,Málaga CF,1,Directed
Hatayspor,Nevsehir Bld,1,Directed
Hatayspor,Ofspor,1,Directed
Hatayspor,Olympique Lyon,1,Directed
Hatayspor,SC Braga,1,Directed
Hatayspor,Sakaryaspor,1,Directed
Hatayspor,Samandag GB,1,Directed
Hatayspor,Samsunspor,1,Directed
Hatayspor,Sariyer,1,Directed
Hatayspor,Sheffield Wednesday,1,Directed
Hatayspor,SpVgg Greuther Fürth,1,Directed
Hatayspor,Stoke City,1,Directed
Hatayspor,Usak Spor,1,Directed
Hatayspor,VfB Stuttgart,1,Directed
Hatayspor,Viktoria Berlin,1,Directed
Hatayspor,Vålerenga,1,Directed
Hatayspor,Wydad AC,1,Directed
Hatayspor,Z. Kömürspor,1,Directed
Hatayspor,Zeljeznicar,1,Directed
Hellas Verona,1. FC Köln,1,Directed
Hellas Verona,AC Milan,1,Directed
Hellas Verona,Ambrosiana,1,Directed
Hellas Verona,Atl. Nacional,1,Directed
Hellas Verona,Atlético Madrid,1,Directed
Hellas Verona,Bayer 04 Leverkusen,1,Directed
Hellas Verona,Belgrano,1,Directed
Hellas Verona,Brescia,1,Directed
Hellas Verona,CSKA Moscow,1,Directed
Hellas Verona,Celtic,1,Directed
Hellas Verona,Dinamo Zagreb,1,Directed
Hellas Verona,Djurgården,1,Directed
Hellas Verona,Eintracht Frankfurt,1,Directed
Hellas Verona,FC Crotone,1,Directed
Hellas Verona,FC Groningen,1,Directed
Hellas Verona,FC Zürich,1,Directed
Hellas Verona,HNK Rijeka,1,Directed
Hellas Verona,Hertha BSC,1,Directed
Hellas Verona,Hibernian FC,1,Directed
Hellas Verona,Mantova,1,Directed
Hellas Verona,OGC Nice,1,Directed
Hellas Verona,Padova,1,Directed
Hellas Verona,Paganese,1,Directed
Hellas Verona,Parma Calcio,1,Directed
Hellas Verona,Perugia,1,Directed
Hellas Verona,SL Benfica,1,Directed
Hellas Verona,Salernitana,1,Directed
Hellas Verona,Spartak Moscow,1,Directed
Hellas Verona,Torino FC,1,Directed
Hellas Verona,Venezia FC,1,Directed
Heracles Almelo,ADO Den Haag,1,Directed
Heracles Almelo,Aarhus GF,1,Directed
Heracles Almelo,Admira Wacker,1,Directed
Heracles Almelo,FC Dordrecht,1,Directed
Heracles Almelo,FC Utrecht,1,Directed
Heracles Almelo,Fortuna Sittard,1,Directed
Heracles Almelo,Fulham FC,1,Directed
Heracles Almelo,Gaziantep FK,1,Directed
Heracles Almelo,Hansa Rostock,1,Directed
Heracles Almelo,KAA Gent,1,Directed
Heracles Almelo,KRC Genk,1,Directed
Heracles Almelo,PSV Eindhoven,1,Directed
Heracles Almelo,Pro Vercelli,1,Directed
Heracles Almelo,Rapid Vienna,1,Directed
Heracles Almelo,SV Sandhausen,1,Directed
Heracles Almelo,Schalke 04,1,Directed
Heracles Almelo,Stade Reims,1,Directed
Heracles Almelo,TOP Oss,1,Directed
Heracles Almelo,TSG 1899 Hoffenheim,1,Directed
Heracles Almelo,Unterhaching,1,Directed
Heracles Almelo,Viktoria Köln,1,Directed
Hertha BSC,1. FC Köln,1,Directed
Hertha BSC,1.FC Nuremberg,1,Directed
Hertha BSC,1.FSV Mainz 05,1,Directed
Hertha BSC,AC Milan,1,Directed
Hertha BSC,AC Monza,1,Directed
Hertha BSC,AS Monaco,1,Directed
Hertha BSC,Ajax,1,Directed
Hertha BSC,Arsenal,1,Directed
Hertha BSC,BSC Young Boys,1,Directed
Hertha BSC,Birmingham City,1,Directed
Hertha BSC,Bodø/Glimt,1,Directed
Hertha BSC,Borussia Dortmund,1,Directed
Hertha BSC,CSKA Moscow,1,Directed
Hertha BSC,Celtic,1,Directed
Hertha BSC,Estudiantes,1,Directed
Hertha BSC,Everton,1,Directed
Hertha BSC,FC Basel,1,Directed
Hertha BSC,FC Groningen,1,Directed
Hertha BSC,Juventus,1,Directed
Hertha BSC,Liverpool FC,1,Directed
Hertha BSC,MKE Ankaragücü,1,Directed
Hertha BSC,OGC Nice,1,Directed
Hertha BSC,Odense BK,1,Directed
Hertha BSC,Olympique Lyon,1,Directed
Hertha BSC,Olympique Marseille,1,Directed
Hertha BSC,RB Leipzig,1,Directed
Hertha BSC,Rubin Kazan,1,Directed
Hertha BSC,SC Freiburg,1,Directed
Hertha BSC,SM Caen,1,Directed
Hertha BSC,Schalke 04,1,Directed
Hertha BSC,SpVgg Greuther Fürth,1,Directed
Hertha BSC,TSG 1899 Hoffenheim,1,Directed
Hertha BSC,Ulsan Hyundai,1,Directed
Hertha BSC,Watford,1,Directed
Huddersfield Town,AFC Wimbledon,1,Directed
Huddersfield Town,Ajax,1,Directed
Huddersfield Town,Aston Villa,1,Directed
Huddersfield Town,Barnsley,1,Directed
Huddersfield Town,Blackpool,1,Directed
Huddersfield Town,Bohemians,1,Directed
Huddersfield Town,Boreham Wood,1,Directed
Huddersfield Town,Burnley,1,Directed
Huddersfield Town,Cardiff City,1,Directed
Huddersfield Town,Charlton Athletic,1,Directed
Huddersfield Town,Cheltenham,1,Directed
Huddersfield Town,Coventry City,1,Directed
Huddersfield Town,Derby County,1,Directed
Huddersfield Town,Everton,1,Directed
Huddersfield Town,FC Winterthur,1,Directed
Huddersfield Town,Fleetwood,1,Directed
Huddersfield Town,Forest Green,1,Directed
Huddersfield Town,Fulham FC,1,Directed
Huddersfield Town,Ipswich,1,Directed
Huddersfield Town,KRC Genk,1,Directed
Huddersfield Town,LAFC,1,Directed
Huddersfield Town,Leicester City,1,Directed
Huddersfield Town,Leyton Orient,1,Directed
Huddersfield Town,Lincoln City,1,Directed
Huddersfield Town,Luton Town,1,Directed
Huddersfield Town,Manchester United,1,Directed
Huddersfield Town,Millwall FC,1,Directed
Huddersfield Town,Montpellier HSC,1,Directed
Huddersfield Town,Newcastle United,1,Directed
Huddersfield Town,Norwich,1,Directed
Huddersfield Town,Nottingham Forest,1,Directed
Huddersfield Town,Olympiacos,1,Directed
Huddersfield Town,Oxford United,1,Directed
Huddersfield Town,PEC Zwolle,1,Directed
Huddersfield Town,RCD Espanyol,1,Directed
Huddersfield Town,Sheffield United,1,Directed
Huddersfield Town,Watford,1,Directed
Hull City,Antalyaspor,1,Directed
Hull City,Barnsley,1,Directed
Hull City,Birmingham City,1,Directed
Hull City,Bolton,1,Directed
Hull City,Brentford,1,Directed
Hull City,Brighton & Hove Albion,1,Directed
Hull City,Cork City,1,Directed
Hull City,Crystal Palace,1,Directed
Hull City,Everton,1,Directed
Hull City,Exeter City,1,Directed
Hull City,Forest Green,1,Directed
Hull City,Gillingham FC,1,Directed
Hull City,Hatayspor,1,Directed
Hull City,Leicester City,1,Directed
Hull City,Luton Town,1,Directed
Hull City,Malatyaspor,1,Directed
Hull City,Motherwell FC,1,Directed
Hull City,Newcastle United,1,Directed
Hull City,Nottingham Forest,1,Directed
Hull City,Portsmouth,1,Directed
Hull City,Queens Park Rangers,1,Directed
Hull City,Sunderland AFC,1,Directed
Hull City,Swansea City,1,Directed
Hull City,Vitória SC,1,Directed
Hull City,Wigan Athletic,1,Directed
Inter Milan,AC Fiorentina,1,Directed
Inter Milan,AC Milan,1,Directed
Inter Milan,Ajax,1,Directed
Inter Milan,Atalanta BC,1,Directed
Inter Milan,Atlético Madrid,1,Directed
Inter Milan,Empoli FC,1,Directed
Inter Milan,FC Barcelona,1,Directed
Inter Milan,FC Crotone,1,Directed
Inter Milan,FC Luzern,1,Directed
Inter Milan,FC Sochaux,1,Directed
Inter Milan,Hertha BSC,1,Directed
Inter Milan,PSV Eindhoven,1,Directed
Inter Milan,Panathinaikos,1,Directed
Inter Milan,Real Madrid,1,Directed
Inter Milan,Standard Liège,1,Directed
Inter Milan,Tottenham Hotspur,1,Directed
Ionikos Nikeas,AEK Athens,1,Directed
Ionikos Nikeas,AO Xanthi,1,Directed
Ionikos Nikeas,APO Levadiakos,1,Directed
Ionikos Nikeas,Adana Demirspor,1,Directed
Ionikos Nikeas,Aldosivi,1,Directed
Ionikos Nikeas,Apollon Smyrnis,1,Directed
Ionikos Nikeas,Atl. Baleares,1,Directed
Ionikos Nikeas,Bandirmaspor,1,Directed
Ionikos Nikeas,FC Hermannstadt,1,Directed
Ionikos Nikeas,FCSB,1,Directed
Ionikos Nikeas,G. Ajaccio,1,Directed
Ionikos Nikeas,GD Alvarenga,1,Directed
Ionikos Nikeas,Guingamp,1,Directed
Ionikos Nikeas,Iraklis,1,Directed
Ionikos Nikeas,NK Olimpija,1,Directed
Ionikos Nikeas,OFI Crete FC,1,Directed
Ionikos Nikeas,Olympiakos N.,1,Directed
Ionikos Nikeas,PAS Giannina,1,Directed
Ionikos Nikeas,PAS Lamia 1964,1,Directed
Ionikos Nikeas,SKN St. Pölten,1,Directed
Ionikos Nikeas,SSC Napoli,1,Directed
Ionikos Nikeas,Sakaryaspor,1,Directed
Ionikos Nikeas,Sepsi OSK,1,Directed
Ionikos Nikeas,Tuzlaspor,1,Directed
Ionikos Nikeas,Wisla Kraków,1,Directed
Istanbulspor,23 Elazig FK,1,Directed
Istanbulspor,AO Kavala,1,Directed
Istanbulspor,Adanaspor,1,Directed
Istanbulspor,Al-Ahli SFC,1,Directed
Istanbulspor,Bursaspor,1,Directed
Istanbulspor,Chindia,1,Directed
Istanbulspor,Cracovia,1,Directed
Istanbulspor,Eyüpspor,1,Directed
Istanbulspor,Hatayspor,1,Directed
Istanbulspor,KF Egnatia,1,Directed
Istanbulspor,M.Arguvan SK,1,Directed
Istanbulspor,New York RB,1,Directed
Istanbulspor,OFI Crete FC,1,Directed
Istanbulspor,OFK Petrovac,1,Directed
Istanbulspor,SC Cambuur,1,Directed
Istanbulspor,Shkendija,1,Directed
Istanbulspor,Sparta Rotterdam,1,Directed
Istanbulspor,TS Galaxy FC,1,Directed
Istanbulspor,Trabzonspor,1,Directed
Istanbulspor,Wisla Kraków,1,Directed
Istanbulspor,Zeljeznicar,1,Directed
Istanbulspor,Zorya Lugansk,1,Directed
Juventus,AC Pisa,1,Directed
Juventus,AS Roma,1,Directed
Juventus,Ajax,1,Directed
Juventus,Arsenal,1,Directed
Juventus,Atalanta BC,1,Directed
Juventus,Atlético Madrid,1,Directed
Juventus,Borussia Mönchengladbach,1,Directed
Juventus,Eintracht Frankfurt,1,Directed
Juventus,Everton,1,Directed
Juventus,FC Barcelona,1,Directed
Juventus,Frosinone,1,Directed
Juventus,Lucchese,1,Directed
Juventus,Manchester City,1,Directed
Juventus,Manchester United,1,Directed
Juventus,Olympique Marseille,1,Directed
Juventus,PSV Eindhoven,1,Directed
Juventus,Santos FC,1,Directed
Juventus,Torino FC,1,Directed
Juventus,Udinese Calcio,1,Directed
Kasimpasa,A. Klagenfurt,1,Directed
Kasimpasa,AC Fiorentina,1,Directed
Kasimpasa,Ajman Club,1,Directed
Kasimpasa,Akhisarspor,1,Directed
Kasimpasa,Al-Ettifaq,1,Directed
Kasimpasa,Amiens SC,1,Directed
Kasimpasa,Angers SCO,1,Directed
Kasimpasa,Artvin Hopaspor,1,Directed
Kasimpasa,Atromitos,1,Directed
Kasimpasa,Austria Vienna,1,Directed
Kasimpasa,BJ BSU,1,Directed
Kasimpasa,Basaksehir,1,Directed
Kasimpasa,Boluspor,1,Directed
Kasimpasa,Brann,1,Directed
Kasimpasa,Brentford,1,Directed
Kasimpasa,CD Leganés,1,Directed
Kasimpasa,CFR Cluj,1,Directed
Kasimpasa,CSKA Moscow,1,Directed
Kasimpasa,Chelsea FC,1,Directed
Kasimpasa,Debrecen,1,Directed
Kasimpasa,Denizlispor,1,Directed
Kasimpasa,Dijon FCO,1,Directed
Kasimpasa,ES Sahel,1,Directed
Kasimpasa,Eskisehirspor,1,Directed
Kasimpasa,Excelsior Rotterdam,1,Directed
Kasimpasa,FC Basel,1,Directed
Kasimpasa,FC Lorient,1,Directed
Kasimpasa,FC Midtjylland,1,Directed
Kasimpasa,FC Porto,1,Directed
Kasimpasa,Fatih Karagümrük,1,Directed
Kasimpasa,Fehérvár,1,Directed
Kasimpasa,Feyenoord Rotterdam,1,Directed
Kasimpasa,Fortuna Sittard,1,Directed
Kasimpasa,GZ City,1,Directed
Kasimpasa,Istanbulspor,1,Directed
Kasimpasa,Jablonec,1,Directed
Kasimpasa,KRC Genk,1,Directed
Kasimpasa,KSC Lokeren,1,Directed
Kasimpasa,Konyaspor,1,Directed
Kasimpasa,Krasnodar,1,Directed
Kasimpasa,Louisville City,1,Directed
Kasimpasa,MSV Duisburg,1,Directed
Kasimpasa,Malatyaspor,1,Directed
Kasimpasa,Marítimo,1,Directed
Kasimpasa,Olympiacos,1,Directed
Kasimpasa,PSV Eindhoven,1,Directed
Kasimpasa,RSC Anderlecht,1,Directed
Kasimpasa,Real Valladolid,1,Directed
Kasimpasa,SC Braga,1,Directed
Kasimpasa,SKN St. Pölten,1,Directed
Kasimpasa,Slaven Belupo,1,Directed
Kasimpasa,Sparta Prague,1,Directed
Kasimpasa,Standard Liège,1,Directed
Kasimpasa,VfL Wolfsburg,1,Directed
Kasimpasa,Wadi Degla,1,Directed
Kayserispor,AC Amiens,1,Directed
Kayserispor,Akhisarspor,1,Directed
Kayserispor,Antalyaspor,1,Directed
Kayserispor,Astra Giurgiu,1,Directed
Kayserispor,Atlético Madrid,1,Directed
Kayserispor,BB Erzurumspor,1,Directed
Kayserispor,Balikesirspor,1,Directed
Kayserispor,Besiktas JK,1,Directed
Kayserispor,Boavista FC,1,Directed
Kayserispor,Bologna FC 1909,1,Directed
Kayserispor,Boluspor,1,Directed
Kayserispor,Burnley,1,Directed
Kayserispor,C. Dardanel,1,Directed
Kayserispor,Chamois Niort,1,Directed
Kayserispor,Chapecoense,1,Directed
Kayserispor,Club Brugge,1,Directed
Kayserispor,Dynamo Moscow,1,Directed
Kayserispor,FC Sion,1,Directed
Kayserispor,FC Viitorul,1,Directed
Kayserispor,Gaziantep FK,1,Directed
Kayserispor,Genclerbirligi,1,Directed
Kayserispor,GuiZ FC,1,Directed
Kayserispor,HNK Rijeka,1,Directed
Kayserispor,Hellas Verona,1,Directed
Kayserispor,Kasimpasa,1,Directed
Kayserispor,Konyaspor,1,Directed
Kayserispor,Krasnodar,1,Directed
Kayserispor,Lech Poznan,1,Directed
Kayserispor,Mjällby AIF,1,Directed
Kayserispor,Mlada Boleslav,1,Directed
Kayserispor,PAOK,1,Directed
Kayserispor,Panathinaikos,1,Directed
Kayserispor,Qatar SC,1,Directed
Kayserispor,RC Strasbourg Alsace,1,Directed
Kayserispor,Rio Ave FC,1,Directed
Kayserispor,SC Heerenveen,1,Directed
Kayserispor,Sakaryaspor,1,Directed
Kayserispor,Sariyer,1,Directed
Kayserispor,Valencia CF,1,Directed
Kayserispor,Vardar,1,Directed
Kayserispor,VfL Wolfsburg,1,Directed
Kayserispor,Vitesse,1,Directed
Khimki,Aalesund,1,Directed
Khimki,Alania Vl.,1,Directed
Khimki,Alashkert FC,1,Directed
Khimki,Arda Kardzhali,1,Directed
Khimki,Arsenal Tula,1,Directed
Khimki,Bijelo Brdo,1,Directed
Khimki,Dynamo Dresden,1,Directed
Khimki,Dynamo Moscow,1,Directed
Khimki,FK Turan,1,Directed
Khimki,Fenerbahce,1,Directed
Khimki,Ferencváros,1,Directed
Khimki,KamAZ,1,Directed
Khimki,Kayserispor,1,Directed
Khimki,Marítimo,1,Directed
Khimki,NK Celje,1,Directed
Khimki,Nizhny Novgorod,1,Directed
Khimki,Norrköping,1,Directed
Khimki,Novosibirsk,1,Directed
Khimki,Orenburg,1,Directed
Khimki,Rad,1,Directed
Khimki,Riga,1,Directed
Khimki,Royal Antwerp,1,Directed
Khimki,SC Braga,1,Directed
Khimki,SKA Khabarovsk,1,Directed
Khimki,Santa Clara,1,Directed
Khimki,Slaven Belupo,1,Directed
Khimki,Sochi,1,Directed
Khimki,Soligorsk,1,Directed
Khimki,São Paulo,1,Directed
Khimki,Tambov,1,Directed
Khimki,Tobol Kostanay,1,Directed
Khimki,Ufa,1,Directed
Khimki,Vancouver,1,Directed
Khimki,Znamya Truda,1,Directed
Konyaspor,Adana Demirspor,1,Directed
Konyaspor,Adanaspor,1,Directed
Konyaspor,Akhisarspor,1,Directed
Konyaspor,Al-Wahda FC,1,Directed
Konyaspor,Altay SK,1,Directed
Konyaspor,Angers SCO,1,Directed
Konyaspor,BB Erzurumspor,1,Directed
Konyaspor,Bursaspor,1,Directed
Konyaspor,Corum FK,1,Directed
Konyaspor,Dinamo Tbilisi,1,Directed
Konyaspor,Dinamo Zagreb,1,Directed
Konyaspor,Dynamo Kyiv,1,Directed
Konyaspor,FC Astana,1,Directed
Konyaspor,FK Sarajevo,1,Directed
Konyaspor,GD Alvarenga,1,Directed
Konyaspor,Gaziantep FK,1,Directed
Konyaspor,Göztepe,1,Directed
Konyaspor,HNK Gorica,1,Directed
Konyaspor,HNK Sibenik,1,Directed
Konyaspor,Hajduk Split,1,Directed
Konyaspor,Hatayspor,1,Directed
Konyaspor,Jagiellonia,1,Directed
Konyaspor,Kasimpasa,1,Directed
Konyaspor,Kayserispor,1,Directed
Konyaspor,Lyngby BK,1,Directed
Konyaspor,MKE Ankaragücü,1,Directed
Konyaspor,Miami,1,Directed
Konyaspor,Middlesbrough FC,1,Directed
Konyaspor,OGC Nice,1,Directed
Konyaspor,San Jose,1,Directed
Konyaspor,Udinese Calcio,1,Directed
Konyaspor,Usak Spor,1,Directed
Konyaspor,Viking FK,1,Directed
Konyaspor,Zenit Saint Petersburg,1,Directed
Krasnodar,AS Saint-Étienne,1,Directed
Krasnodar,Al-Ain FC,1,Directed
Krasnodar,Atlético-MG,1,Directed
Krasnodar,Ban,1,Directed
Krasnodar,Bodø/Glimt,1,Directed
Krasnodar,CSKA Moscow,1,Directed
Krasnodar,Chaika Pes.,1,Directed
Krasnodar,Dynamo Moscow,1,Directed
Krasnodar,FK TSC,1,Directed
Krasnodar,Feyenoord Rotterdam,1,Directed
Krasnodar,Hertha BSC,1,Directed
Krasnodar,Montpellier HSC,1,Directed
Krasnodar,PEC Zwolle,1,Directed
Krasnodar,Podbrezova,1,Directed
Krasnodar,Qarabag FK,1,Directed
Krasnodar,Santa Clara,1,Directed
Krasnodar,Torpedo Vlad.,1,Directed
Krasnodar,Tyumen,1,Directed
Krasnodar,Zenit Saint Petersburg,1,Directed
Krylya Sovetov Samara,Al-Shorta SC,1,Directed
Krylya Sovetov Samara,Alania Vl.,1,Directed
Krylya Sovetov Samara,CSKA Moscow,1,Directed
Krylya Sovetov Samara,FC Emmen,1,Directed
Krylya Sovetov Samara,FC Sheriff,1,Directed
Krylya Sovetov Samara,FC Zürich,1,Directed
Krylya Sovetov Samara,Hapoel Haifa,1,Directed
Krylya Sovetov Samara,Konyaspor,1,Directed
Krylya Sovetov Samara,Leningradets,1,Directed
Krylya Sovetov Samara,Lokomotiv Moscow,1,Directed
Krylya Sovetov Samara,NK Lokomotiva,1,Directed
Krylya Sovetov Samara,Orenburg,1,Directed
Krylya Sovetov Samara,Racing Club,1,Directed
Krylya Sovetov Samara,Rostov,1,Directed
Krylya Sovetov Samara,Rotor Volgograd,1,Directed
Krylya Sovetov Samara,SKA Khabarovsk,1,Directed
Krylya Sovetov Samara,Vejle BK,1,Directed
Krylya Sovetov Samara,Vozdovac,1,Directed
Krylya Sovetov Samara,Zenit Saint Petersburg,1,Directed
Krylya Sovetov Samara,Zorya Lugansk,1,Directed
LOSC Lille,AJ Auxerre,1,Directed
LOSC Lille,Atlético Madrid,1,Directed
LOSC Lille,Bayern Munich,1,Directed
LOSC Lille,Besiktas JK,1,Directed
LOSC Lille,Chicago,1,Directed
LOSC Lille,Everton,1,Directed
LOSC Lille,FC Basel,1,Directed
LOSC Lille,FC Groningen,1,Directed
LOSC Lille,FC Sochaux,1,Directed
LOSC Lille,GD Chaves,1,Directed
LOSC Lille,Hajduk Split,1,Directed
LOSC Lille,Hamburger SV,1,Directed
LOSC Lille,KAA Gent,1,Directed
LOSC Lille,Montpellier HSC,1,Directed
LOSC Lille,Paris Saint-Germain,1,Directed
LOSC Lille,RSC Charleroi,1,Directed
LOSC Lille,Rio Ave FC,1,Directed
LOSC Lille,Shakhtar D.,1,Directed
LOSC Lille,Toulouse,1,Directed
LOSC Lille,Trabzonspor,1,Directed
Leeds United,Arsenal,1,Directed
Leeds United,Bayern Munich,1,Directed
Leeds United,Brighton & Hove Albion,1,Directed
Leeds United,Carlisle United,1,Directed
Leeds United,FC Barcelona,1,Directed
Leeds United,FC Zürich,1,Directed
Leeds United,Feyenoord Rotterdam,1,Directed
Leeds United,Juventus,1,Directed
Leeds United,Manchester City,1,Directed
Leeds United,Manchester United,1,Directed
Leeds United,Real Betis,1,Directed
Leeds United,Real Sociedad,1,Directed
Leeds United,SC Freiburg,1,Directed
Leeds United,Stade Rennais FC,1,Directed
Leeds United,TSG 1899 Hoffenheim,1,Directed
Leeds United,Tottenham Hotspur,1,Directed
Leeds United,Valencia CF,1,Directed
Leeds United,Vålerenga,1,Directed
Leeds United,Wigan Athletic,1,Directed
Leicester City,AS Monaco,1,Directed
Leicester City,AS Roma,1,Directed
Leicester City,AS Saint-Étienne,1,Directed
Leicester City,Atalanta BC,1,Directed
Leicester City,Bury,1,Directed
Leicester City,Cardiff City,1,Directed
Leicester City,FC Copenhagen,1,Directed
Leicester City,LOSC Lille,1,Directed
Leicester City,Luton Town,1,Directed
Leicester City,Newcastle United,1,Directed
Leicester City,RB Leipzig,1,Directed
Leicester City,RB Salzburg,1,Directed
Leicester City,Sampdoria,1,Directed
Leicester City,Shakhtar D.,1,Directed
Leicester City,Stade Reims,1,Directed
Leicester City,Stoke City,1,Directed
Leicester City,Wolverhampton Wanderers,1,Directed
Levante UD,CA Osasuna,1,Directed
Levante UD,CD Mirandés,1,Directed
Levante UD,Cagliari,1,Directed
Levante UD,Celta de Vigo,1,Directed
Levante UD,Dep. La Coruña,1,Directed
Levante UD,FC Porto,1,Directed
Levante UD,Getafe,1,Directed
Levante UD,Gimnàstic,1,Directed
Levante UD,Granada CF,1,Directed
Levante UD,Ponferradina,1,Directed
Levante UD,RCD Espanyol,1,Directed
Levante UD,Real Betis,1,Directed
Levante UD,Valencia CF,1,Directed
Levante UD,Villarreal CF,1,Directed
Liverpool FC,Aberdeen FC,1,Directed
Liverpool FC,Bayern Munich,1,Directed
Liverpool FC,FC Porto,1,Directed
Liverpool FC,Fulham FC,1,Directed
Liverpool FC,Juventus,1,Directed
Liverpool FC,Middlesbrough FC,1,Directed
Liverpool FC,Olympiacos,1,Directed
Liverpool FC,PEC Zwolle,1,Directed
Liverpool FC,PSV Eindhoven,1,Directed
Liverpool FC,Preston North End,1,Directed
Liverpool FC,RB Leipzig,1,Directed
Liverpool FC,RB Salzburg,1,Directed
Liverpool FC,SL Benfica,1,Directed
Liverpool FC,Schalke 04,1,Directed
Liverpool FC,West Ham United,1,Directed
Liverpool FC,Wolverhampton Wanderers,1,Directed
Lokomotiv Moscow,AEK Athens,1,Directed
Lokomotiv Moscow,AS Monaco,1,Directed
Lokomotiv Moscow,Akhmat Grozny,1,Directed
Lokomotiv Moscow,Athletico-PR,1,Directed
Lokomotiv Moscow,Bayer 04 Leverkusen,1,Directed
Lokomotiv Moscow,Bunyodkor,1,Directed
Lokomotiv Moscow,Cruzeiro,1,Directed
Lokomotiv Moscow,Cukaricki,1,Directed
Lokomotiv Moscow,FC Porto,1,Directed
Lokomotiv Moscow,FC Utrecht,1,Directed
Lokomotiv Moscow,FK Minsk,1,Directed
Lokomotiv Moscow,Fakel Voronezh,1,Directed
