Source,Target,Weight,Type
Lokomotiv Moscow,Inter Milan,1,Directed
Lokomotiv Moscow,Khimki,1,Directed
Lokomotiv Moscow,Paris Saint-Germain,1,Directed
Lokomotiv Moscow,Perugia,1,Directed
Lokomotiv Moscow,RB Bragantino,1,Directed
Lokomotiv Moscow,Rubin Kazan,1,Directed
Lokomotiv Moscow,SL Benfica,1,Directed
Lokomotiv Moscow,SM Caen,1,Directed
Lokomotiv Moscow,Slavia Prague,1,Directed
Lokomotiv Moscow,Soligorsk,1,Directed
Lokomotiv Moscow,Ufa,1,Directed
Lokomotiv Moscow,Ural Yekaterinburg,1,Directed
Lokomotiv Moscow,Zenit Saint Petersburg,1,Directed
Luton Town,Accrington,1,Directed
Luton Town,Blackburn Rovers,1,Directed
Luton Town,Cavalry FC,1,Directed
Luton Town,Charlton Athletic,1,Directed
Luton Town,Chelsea FC,1,Directed
Luton Town,Everton,1,Directed
Luton Town,Grimsby Town,1,Directed
Luton Town,HNK Rijeka,1,Directed
Luton Town,Hartlepool,1,Directed
Luton Town,Hibernian FC,1,Directed
Luton Town,Millwall FC,1,Directed
Luton Town,Morecambe FC,1,Directed
Luton Town,Motherwell FC,1,Directed
Luton Town,Nottingham Forest,1,Directed
Luton Town,Peterborough United,1,Directed
Luton Town,Tottenham Hotspur,1,Directed
Luton Town,Walsall,1,Directed
Luton Town,West Bromwich Albion,1,Directed
Luton Town,Wycombe Wanderers,1,Directed
MKE Ankaragücü,A. Keciörengücü,1,Directed
MKE Ankaragücü,AC Ajaccio,1,Directed
MKE Ankaragücü,AS Saint-Étienne,1,Directed
MKE Ankaragücü,Adana Demirspor,1,Directed
MKE Ankaragücü,Adanaspor,1,Directed
MKE Ankaragücü,Alanyaspor,1,Directed
MKE Ankaragücü,Altindag Bld,1,Directed
MKE Ankaragücü,Ankaraspor,1,Directed
MKE Ankaragücü,Arsenal Tula,1,Directed
MKE Ankaragücü,BB Erzurumspor,1,Directed
MKE Ankaragücü,Besiktas JK,1,Directed
MKE Ankaragücü,Bodø/Glimt,1,Directed
MKE Ankaragücü,Boston River,1,Directed
MKE Ankaragücü,Caykur Rizespor,1,Directed
MKE Ankaragücü,Clermont Foot,1,Directed
MKE Ankaragücü,Dynamo Kyiv,1,Directed
MKE Ankaragücü,Eintracht Frankfurt,1,Directed
MKE Ankaragücü,Ergene Velimese,1,Directed
MKE Ankaragücü,FC Augsburg,1,Directed
MKE Ankaragücü,FC Luzern,1,Directed
MKE Ankaragücü,FC Shkupi,1,Directed
MKE Ankaragücü,Fluminense,1,Directed
MKE Ankaragücü,Gil Vicente FC,1,Directed
MKE Ankaragücü,Hellas Verona,1,Directed
MKE Ankaragücü,Hertha BSC,1,Directed
MKE Ankaragücü,KRC Genk,1,Directed
MKE Ankaragücü,Karabükspor,1,Directed
MKE Ankaragücü,Konyaspor,1,Directed
MKE Ankaragücü,Mamak FK,1,Directed
MKE Ankaragücü,NK Olimpija,1,Directed
MKE Ankaragücü,Nizhny Novgorod,1,Directed
MKE Ankaragücü,Olympiacos,1,Directed
MKE Ankaragücü,PAOK,1,Directed
MKE Ankaragücü,RSC Anderlecht,1,Directed
MKE Ankaragücü,Randers FC,1,Directed
MKE Ankaragücü,Rosenborg,1,Directed
MKE Ankaragücü,Rostov,1,Directed
MKE Ankaragücü,Royal Antwerp,1,Directed
MKE Ankaragücü,SSC Napoli,1,Directed
MKE Ankaragücü,Samsunspor,1,Directed
MKE Ankaragücü,Slaven Belupo,1,Directed
MKE Ankaragücü,Türkgücü Münch.,1,Directed
MKE Ankaragücü,UD Las Palmas,1,Directed
MKE Ankaragücü,Újpest FC,1,Directed
Malatyaspor,1461 Trabzon,1,Directed
Malatyaspor,Al-Ettifaq,1,Directed
Malatyaspor,Alanyaspor,1,Directed
Malatyaspor,Ascoli,1,Directed
Malatyaspor,Besiktas JK,1,Directed
Malatyaspor,Boluspor,1,Directed
Malatyaspor,Bursaspor,1,Directed
Malatyaspor,CA Talleres,1,Directed
Malatyaspor,El Ahly,1,Directed
Malatyaspor,Elazigspor,1,Directed
Malatyaspor,Empoli FC,1,Directed
Malatyaspor,Esperance,1,Directed
Malatyaspor,Estudiantes,1,Directed
Malatyaspor,FC Arouca,1,Directed
Malatyaspor,FC Ballkani,1,Directed
Malatyaspor,FC Crotone,1,Directed
Malatyaspor,GD Alvarenga,1,Directed
Malatyaspor,Galatasaray,1,Directed
Malatyaspor,Genclerbirligi,1,Directed
Malatyaspor,Giresunspor,1,Directed
Malatyaspor,Hatayspor,1,Directed
Malatyaspor,Kaizer Chiefs,1,Directed
Malatyaspor,Krylya Sovetov Samara,1,Directed
Malatyaspor,Le Havre AC,1,Directed
Malatyaspor,Musongati,1,Directed
Malatyaspor,OGC Nice,1,Directed
Malatyaspor,Pachuca,1,Directed
Malatyaspor,Pazarspor,1,Directed
Malatyaspor,Rostov,1,Directed
Malatyaspor,SS Lazio,1,Directed
Malatyaspor,Sariyer,1,Directed
Malatyaspor,Spartak Trnava,1,Directed
Malatyaspor,Turgutluspor,1,Directed
Malatyaspor,Yomra Spor,1,Directed
Malatyaspor,Ümraniyespor,1,Directed
Manchester City,AFC Bournemouth,1,Directed
Manchester City,Arminia Bielefeld,1,Directed
Manchester City,Aston Villa,1,Directed
Manchester City,Atlético Madrid,1,Directed
Manchester City,CA Talleres,1,Directed
Manchester City,Columbus Crew,1,Directed
Manchester City,Gamba Osaka,1,Directed
Manchester City,Girona FC,1,Directed
Manchester City,Grêmio,1,Directed
Manchester City,Juventus,1,Directed
Manchester City,KV Mechelen,1,Directed
Manchester City,Leeds United,1,Directed
Manchester City,PSV Eindhoven,1,Directed
Manchester City,Partizan,1,Directed
Manchester City,RSC Anderlecht,1,Directed
Manchester City,River Plate,1,Directed
Manchester City,SL Benfica,1,Directed
Manchester City,Valencia CF,1,Directed
Manchester City,Vélez Sarsfield,1,Directed
Manchester United,Aston Villa,1,Directed
Manchester United,Atalanta BC,1,Directed
Manchester United,Bayern Munich,1,Directed
Manchester United,Borussia Dortmund,1,Directed
Manchester United,Brentford,1,Directed
Manchester United,Burnley,1,Directed
Manchester United,FC Porto,1,Directed
Manchester United,Feyenoord Rotterdam,1,Directed
Manchester United,Juventus,1,Directed
Manchester United,Leicester City,1,Directed
Manchester United,Newcastle United,1,Directed
Manchester United,Paris Saint-Germain,1,Directed
Manchester United,Peñarol,1,Directed
Manchester United,SH Shenhua,1,Directed
Manchester United,Sporting CP,1,Directed
Manchester United,Swansea City,1,Directed
Marítimo,APOEL Nicosia,1,Directed
Marítimo,AS Béziers,1,Directed
Marítimo,Al-Raed,1,Directed
Marítimo,Atlético Huila,1,Directed
Marítimo,Atlético-GO,1,Directed
Marítimo,Banfield,1,Directed
Marítimo,Corinthians,1,Directed
Marítimo,Coritiba FC,1,Directed
Marítimo,FC Vizela,1,Directed
Marítimo,Feirense,1,Directed
Marítimo,Fortuna Sittard,1,Directed
Marítimo,GD Estoril Praia,1,Directed
Marítimo,Gil Vicente FC,1,Directed
Marítimo,Hammarby,1,Directed
Marítimo,Inter de Lages,1,Directed
Marítimo,Leixões,1,Directed
Marítimo,Londrina-PR,1,Directed
Marítimo,M. Petah Tikva,1,Directed
Marítimo,Matsumoto Yama.,1,Directed
Marítimo,Metalist,1,Directed
Marítimo,Morelia,1,Directed
Marítimo,Oaxaca,1,Directed
Marítimo,Persepolis,1,Directed
Marítimo,Ponferradina,1,Directed
Marítimo,SC Covilhã,1,Directed
Marítimo,SS Lazio,1,Directed
Marítimo,Sambenedettese,1,Directed
Marítimo,Spartak Subotica,1,Directed
Marítimo,Sport. Cristal,1,Directed
Marítimo,Stade Reims,1,Directed
Marítimo,Stade Rennais FC,1,Directed
Marítimo,Valencia CF,1,Directed
Marítimo,Vasco da Gama,1,Directed
Marítimo,Vitória SC,1,Directed
Marítimo,Zira FC,1,Directed
Middlesbrough FC,AS Saint-Étienne,1,Directed
Middlesbrough FC,Aston Villa,1,Directed
Middlesbrough FC,Banfield,1,Directed
Middlesbrough FC,Billericay,1,Directed
Middlesbrough FC,Blackburn Rovers,1,Directed
Middlesbrough FC,Blackpool,1,Directed
Middlesbrough FC,Cardiff City,1,Directed
Middlesbrough FC,Charlotte,1,Directed
Middlesbrough FC,Charlton Athletic,1,Directed
Middlesbrough FC,Everton,1,Directed
Middlesbrough FC,FC St. Gallen,1,Directed
Middlesbrough FC,Motherwell FC,1,Directed
Middlesbrough FC,Northampton,1,Directed
Middlesbrough FC,Norwich,1,Directed
Middlesbrough FC,Nottingham Forest,1,Directed
Middlesbrough FC,Omonia Nikosia,1,Directed
Middlesbrough FC,PAOK,1,Directed
Middlesbrough FC,Preston North End,1,Directed
Middlesbrough FC,RCD Mallorca,1,Directed
Middlesbrough FC,Sheffield United,1,Directed
Middlesbrough FC,Sporting CP,1,Directed
Middlesbrough FC,Stade Rennais FC,1,Directed
Middlesbrough FC,Stoke City,1,Directed
Middlesbrough FC,Wigan Athletic,1,Directed
Middlesbrough FC,Wycombe Wanderers,1,Directed
Millwall FC,1. FC Union Berlin,1,Directed
Millwall FC,AFC Bournemouth,1,Directed
Millwall FC,Barnsley,1,Directed
Millwall FC,Bristol City,1,Directed
Millwall FC,Fortuna Sittard,1,Directed
Millwall FC,Liverpool FC,1,Directed
Millwall FC,Nottingham Forest,1,Directed
Millwall FC,Queens Park Rangers,1,Directed
Millwall FC,Reading FC,1,Directed
Millwall FC,Shamrock Rovers,1,Directed
Millwall FC,Werder Bremen,1,Directed
Millwall FC,West Bromwich Albion,1,Directed
Millwall FC,Wycombe Wanderers,1,Directed
Montpellier HSC,AS Monaco,1,Directed
Montpellier HSC,Celtic,1,Directed
Montpellier HSC,Club Brugge,1,Directed
Montpellier HSC,Crystal Palace,1,Directed
Montpellier HSC,Diables Noirs,1,Directed
Montpellier HSC,FC Basel,1,Directed
Montpellier HSC,FC Metz,1,Directed
Montpellier HSC,Flamengo,1,Directed
Montpellier HSC,KAA Gent,1,Directed
Montpellier HSC,Krasnodar,1,Directed
Montpellier HSC,LB Châteauroux,1,Directed
Montpellier HSC,Lausanne-Sport,1,Directed
Montpellier HSC,Olympique Lyon,1,Directed
Montpellier HSC,Olympique Marseille,1,Directed
Montpellier HSC,RC Strasbourg Alsace,1,Directed
Montpellier HSC,Real Sociedad,1,Directed
Montpellier HSC,SM Caen,1,Directed
Montpellier HSC,Vitória SC,1,Directed
Montpellier HSC,Yokohama F. M.,1,Directed
Moreirense FC,AEK Athens,1,Directed
Moreirense FC,APOEL Nicosia,1,Directed
Moreirense FC,Coimbra,1,Directed
Moreirense FC,Cova Piedade,1,Directed
Moreirense FC,EC Bahia,1,Directed
Moreirense FC,Espinho,1,Directed
Moreirense FC,FC Dinamo,1,Directed
Moreirense FC,FC Famalicão,1,Directed
Moreirense FC,Feirense,1,Directed
Moreirense FC,GD Estoril Praia,1,Directed
Moreirense FC,Gaziantep FK,1,Directed
Moreirense FC,Gil Vicente FC,1,Directed
Moreirense FC,Juventude,1,Directed
Moreirense FC,Lechia Gdansk,1,Directed
Moreirense FC,Leixões,1,Directed
Moreirense FC,Náutico,1,Directed
Moreirense FC,Omonia Nikosia,1,Directed
Moreirense FC,Palmeiras,1,Directed
Moreirense FC,Penafiel,1,Directed
Moreirense FC,Portuguesa-SP,1,Directed
Moreirense FC,TSG 1899 Hoffenheim,1,Directed
Moreirense FC,Vitória SC,1,Directed
Moreirense FC,ZJ FC,1,Directed
NEC Nijmegen,AS Monaco,1,Directed
NEC Nijmegen,AZ Alkmaar,1,Directed
NEC Nijmegen,Atalanta BC,1,Directed
NEC Nijmegen,Bologna FC 1909,1,Directed
NEC Nijmegen,Cracovia,1,Directed
NEC Nijmegen,Dynamo Kyiv,1,Directed
NEC Nijmegen,Eintracht Frankfurt,1,Directed
NEC Nijmegen,Feyenoord Rotterdam,1,Directed
NEC Nijmegen,Göztepe,1,Directed
NEC Nijmegen,NK Celje,1,Directed
NEC Nijmegen,RCD Espanyol,1,Directed
NEC Nijmegen,SC Heerenveen,1,Directed
NEC Nijmegen,Silkeborg IF,1,Directed
NEC Nijmegen,Sporting CP,1,Directed
NEC Nijmegen,Telstar,1,Directed
NEC Nijmegen,Valencia CF,1,Directed
Newcastle United,Amiens SC,1,Directed
Newcastle United,Atlético Madrid,1,Directed
Newcastle United,Brighton & Hove Albion,1,Directed
Newcastle United,Central Coast,1,Directed
Newcastle United,Dep. Municipal,1,Directed
Newcastle United,Eintracht Frankfurt,1,Directed
Newcastle United,Everton,1,Directed
Newcastle United,Inter Milan,1,Directed
Newcastle United,LOSC Lille,1,Directed
Newcastle United,Motherwell FC,1,Directed
Newcastle United,Norwich,1,Directed
Newcastle United,OGC Nice,1,Directed
Newcastle United,Olympique Lyon,1,Directed
Newcastle United,Real Sociedad,1,Directed
Newcastle United,Schalke 04,1,Directed
Newcastle United,TSG 1899 Hoffenheim,1,Directed
Newcastle United,Tottenham Hotspur,1,Directed
Newcastle United,West Ham United,1,Directed
Nizhniy Novgorod,Akron Togliatti,1,Directed
Nizhniy Novgorod,Alania Vl.,1,Directed
Nizhniy Novgorod,Arsenal Tula,1,Directed
Nizhniy Novgorod,BATE Borisov,1,Directed
Nizhniy Novgorod,BB Erzurumspor,1,Directed
Nizhniy Novgorod,CSKA Moscow,1,Directed
Nizhniy Novgorod,Dynamo Brest,1,Directed
Nizhniy Novgorod,Dynamo Moscow,1,Directed
Nizhniy Novgorod,FC Lugano,1,Directed
Nizhniy Novgorod,FC Olympic,1,Directed
Nizhniy Novgorod,FC Sheriff,1,Directed
Nizhniy Novgorod,Kairat Almaty,1,Directed
Nizhniy Novgorod,Krasnodar,1,Directed
Nizhniy Novgorod,Krylya Sovetov Samara,1,Directed
Nizhniy Novgorod,Loko Plovdiv,1,Directed
Nizhniy Novgorod,Loko-Kazanka M.,1,Directed
Nizhniy Novgorod,Lokomotiv Moscow,1,Directed
Nizhniy Novgorod,Mjøndalen,1,Directed
Nizhniy Novgorod,Orenburg,1,Directed
Nizhniy Novgorod,Pakhtakor,1,Directed
Nizhniy Novgorod,Rostov,1,Directed
Nizhniy Novgorod,Sochi,1,Directed
Nizhniy Novgorod,Spartak Moscow,1,Directed
Nizhniy Novgorod,Spartaks,1,Directed
Nizhniy Novgorod,Sturm Graz,1,Directed
Nizhniy Novgorod,Tom Tomsk,1,Directed
Nizhniy Novgorod,Ufa,1,Directed
Nizhniy Novgorod,Veles Moscow,1,Directed
Nizhniy Novgorod,Zenit Saint Petersburg,1,Directed
Norwich,Arsenal,1,Directed
Norwich,Borussia Mönchengladbach,1,Directed
Norwich,Chelsea FC,1,Directed
Norwich,Coventry City,1,Directed
Norwich,Esbjerg fB,1,Directed
Norwich,Everton,1,Directed
Norwich,F91 Dudelange,1,Directed
Norwich,FC Sochaux,1,Directed
Norwich,Hannover 96,1,Directed
Norwich,Hertha BSC,1,Directed
Norwich,KV Oostende,1,Directed
Norwich,Manchester City,1,Directed
Norwich,Manchester United,1,Directed
Norwich,Newcastle United,1,Directed
Norwich,OGC Nice,1,Directed
Norwich,Rochdale,1,Directed
Norwich,Rostov,1,Directed
Norwich,Sevilla FC,1,Directed
Norwich,Slask Wroclaw,1,Directed
Norwich,Southampton FC,1,Directed
Norwich,São Paulo,1,Directed
Norwich,TSG 1899 Hoffenheim,1,Directed
Norwich,Tottenham Hotspur,1,Directed
Norwich,U. Católica,1,Directed
Norwich,Villarreal CF,1,Directed
Nottingham Forest,1. FC Union Berlin,1,Directed
Nottingham Forest,1.FSV Mainz 05,1,Directed
Nottingham Forest,APOEL Nicosia,1,Directed
Nottingham Forest,Aberdeen FC,1,Directed
Nottingham Forest,Arsenal,1,Directed
Nottingham Forest,Atalanta BC,1,Directed
Nottingham Forest,Bayern Munich,1,Directed
Nottingham Forest,Blackpool,1,Directed
Nottingham Forest,Bolton,1,Directed
Nottingham Forest,Burnley,1,Directed
Nottingham Forest,Charlton Athletic,1,Directed
Nottingham Forest,Club Brugge,1,Directed
Nottingham Forest,Crystal Palace,1,Directed
Nottingham Forest,Deportivo Alavés,1,Directed
Nottingham Forest,Dijon FCO,1,Directed
Nottingham Forest,Dynamo Moscow,1,Directed
Nottingham Forest,ESTAC Troyes,1,Directed
Nottingham Forest,Feirense,1,Directed
Nottingham Forest,Girondins de Bordeaux,1,Directed
Nottingham Forest,LD Alajuelense,1,Directed
Nottingham Forest,Levante UD,1,Directed
Nottingham Forest,Liverpool FC,1,Directed
Nottingham Forest,Malmö FF,1,Directed
Nottingham Forest,Manchester City,1,Directed
Nottingham Forest,Middlesbrough FC,1,Directed
Nottingham Forest,Olimpia,1,Directed
Nottingham Forest,Paris Saint-Germain,1,Directed
Nottingham Forest,RC Strasbourg Alsace,1,Directed
Nottingham Forest,Reading FC,1,Directed
Nottingham Forest,SM Caen,1,Directed
Nottingham Forest,Stade Rennais FC,1,Directed
Nottingham Forest,Stoke City,1,Directed
Nottingham Forest,Toronto,1,Directed
Nottingham Forest,Toulouse,1,Directed
Nottingham Forest,VfB Stuttgart,1,Directed
Nottingham Forest,West Ham United,1,Directed
Nîmes Olympique,AC Le Havre,1,Directed
Nîmes Olympique,Bristol City,1,Directed
Nîmes Olympique,CA Talleres,1,Directed
Nîmes Olympique,Cercle Brugge,1,Directed
Nîmes Olympique,ES Sahel,1,Directed
Nîmes Olympique,LB Châteauroux,1,Directed
Nîmes Olympique,OGC Nice,1,Directed
Nîmes Olympique,RC Strasbourg Alsace,1,Directed
Nîmes Olympique,Renova,1,Directed
Nîmes Olympique,Rosenborg,1,Directed
Nîmes Olympique,Toulouse,1,Directed
OFI Crete FC,AEK Larnaca,1,Directed
OFI Crete FC,AS Saint-Étienne,1,Directed
OFI Crete FC,Aalborg BK,1,Directed
OFI Crete FC,Apollon Smyrnis,1,Directed
OFI Crete FC,Atromitos,1,Directed
OFI Crete FC,B. Podgorica,1,Directed
OFI Crete FC,Birmingham City,1,Directed
OFI Crete FC,Bursaspor,1,Directed
OFI Crete FC,CD Leganés,1,Directed
OFI Crete FC,Chacarita Jrs.,1,Directed
OFI Crete FC,Concordia,1,Directed
OFI Crete FC,Curicó Unido,1,Directed
OFI Crete FC,Deportivo Cali,1,Directed
OFI Crete FC,Feirense,1,Directed
OFI Crete FC,Fortuna Sittard,1,Directed
OFI Crete FC,Girondins de Bordeaux,1,Directed
OFI Crete FC,Gyeongnam FC,1,Directed
OFI Crete FC,Kauno Zalgiris,1,Directed
OFI Crete FC,Malmö FF,1,Directed
OFI Crete FC,Olympiakos N.,1,Directed
OFI Crete FC,PAS Lamia 1964,1,Directed
OFI Crete FC,PEC Zwolle,1,Directed
OFI Crete FC,Panetolikos,1,Directed
OFI Crete FC,Platanias,1,Directed
OFI Crete FC,RFC Seraing,1,Directed
OFI Crete FC,SC Cambuur,1,Directed
OFI Crete FC,San Luis,1,Directed
OFI Crete FC,U. de Chile,1,Directed
OFI Crete FC,UD Ibiza,1,Directed
OFI Crete FC,USL Dunkerque,1,Directed
OFI Crete FC,Umm Salal SC,1,Directed
OFI Crete FC,VfL Bochum,1,Directed
OFI Crete FC,Western Sydney,1,Directed
OGC Nice,AS Roma,1,Directed
OGC Nice,AZ Alkmaar,1,Directed
OGC Nice,Ajax,1,Directed
OGC Nice,Angers SCO,1,Directed
OGC Nice,Athletico-PR,1,Directed
OGC Nice,BSC Young Boys,1,Directed
OGC Nice,Basaksehir,1,Directed
OGC Nice,Brentford,1,Directed
OGC Nice,Empoli FC,1,Directed
OGC Nice,Everton,1,Directed
OGC Nice,FC Rapid,1,Directed
OGC Nice,Fulham FC,1,Directed
OGC Nice,Juventus,1,Directed
OGC Nice,Lausanne-Sport,1,Directed
OGC Nice,Leicester City,1,Directed
OGC Nice,Lokomotiv Moscow,1,Directed
OGC Nice,Montpellier HSC,1,Directed
OGC Nice,Olympique Marseille,1,Directed
OGC Nice,PSV Eindhoven,1,Directed
OGC Nice,Paradou AC,1,Directed
OGC Nice,SS Lazio,1,Directed
OGC Nice,SSC Napoli,1,Directed
OGC Nice,Sevilla FC,1,Directed
OGC Nice,Southampton FC,1,Directed
OGC Nice,Stade Reims,1,Directed
Olympiacos,1.FSV Mainz 05,1,Directed
Olympiacos,AE Larisa,1,Directed
Olympiacos,AS Monaco,1,Directed
Olympiacos,AS Saint-Étienne,1,Directed
Olympiacos,Al-Duhail SC,1,Directed
Olympiacos,Al-Rayyan SC,1,Directed
Olympiacos,Al-Sadd SC,1,Directed
Olympiacos,Aris Saloniki,1,Directed
Olympiacos,Arsenal,1,Directed
Olympiacos,Atlético Madrid,1,Directed
Olympiacos,Brentford,1,Directed
Olympiacos,Brighton & Hove Albion,1,Directed
Olympiacos,Celta de Vigo,1,Directed
Olympiacos,Dijon FCO,1,Directed
Olympiacos,ESTAC Troyes,1,Directed
Olympiacos,Ergotelis,1,Directed
Olympiacos,FC Copenhagen,1,Directed
Olympiacos,FC Porto,1,Directed
Olympiacos,Fenerbahce,1,Directed
Olympiacos,G. Ajaccio,1,Directed
Olympiacos,Granada CF,1,Directed
Olympiacos,Hapoel Tel Aviv,1,Directed
Olympiacos,Huddersfield Town,1,Directed
Olympiacos,Ittihad Club,1,Directed
Olympiacos,Konyaspor,1,Directed
Olympiacos,LASK,1,Directed
Olympiacos,LOSC Lille,1,Directed
Olympiacos,Legia Warszawa,1,Directed
Olympiacos,Mladost Kakanj,1,Directed
Olympiacos,Nea Salamis,1,Directed
Olympiacos,Neftchi Baku,1,Directed
Olympiacos,PAS Giannina,1,Directed
Olympiacos,PSV Eindhoven,1,Directed
Olympiacos,Partizan,1,Directed
Olympiacos,RC Strasbourg Alsace,1,Directed
Olympiacos,Radnicki Nis,1,Directed
Olympiacos,Real Madrid,1,Directed
Olympiacos,Rosario Central,1,Directed
Olympiacos,Rubin Kazan,1,Directed
Olympiacos,SC Freiburg,1,Directed
Olympiacos,SSC Napoli,1,Directed
Olympiacos,TSG 1899 Hoffenheim,1,Directed
Olympiacos,UNAM Pumas,1,Directed
Olympiacos,Vitória SC,1,Directed
Olympiacos,Wolverhampton Wanderers,1,Directed
Olympique Lyon,AC Milan,1,Directed
Olympique Lyon,Ajax,1,Directed
Olympique Lyon,Al-Shabab,1,Directed
Olympique Lyon,Altay SK,1,Directed
Olympique Lyon,Angers SCO,1,Directed
Olympique Lyon,Arsenal,1,Directed
Olympique Lyon,Athletico-PR,1,Directed
Olympique Lyon,Bayern Munich,1,Directed
Olympique Lyon,Botafogo,1,Directed
Olympique Lyon,FC Nantes,1,Directed
Olympique Lyon,Flamengo,1,Directed
Olympique Lyon,Hamburger SV,1,Directed
Olympique Lyon,Hertha BSC,1,Directed
Olympique Lyon,Juventus,1,Directed
Olympique Lyon,Leicester City,1,Directed
Olympique Lyon,Liverpool FC,1,Directed
Olympique Lyon,Ponte Preta,1,Directed
Olympique Lyon,SC Heerenveen,1,Directed
Olympique Lyon,Sampdoria,1,Directed
Olympique Lyon,Shakhtar D.,1,Directed
Olympique Lyon,Stade Brestois 29,1,Directed
Olympique Lyon,Stade Rennais FC,1,Directed
Olympique Lyon,Tottenham Hotspur,1,Directed
Olympique Lyon,Vasco da Gama,1,Directed
Olympique Lyon,Zenit Saint Petersburg,1,Directed
Olympique Marseille,Angers SCO,1,Directed
Olympique Marseille,Atalanta BC,1,Directed
Olympique Marseille,BJ Guoan,1,Directed
Olympique Marseille,Bayern Munich,1,Directed
Olympique Marseille,Boca Juniors,1,Directed
Olympique Marseille,Celta de Vigo,1,Directed
Olympique Marseille,Celtic,1,Directed
Olympique Marseille,Diambars FC,1,Directed
Olympique Marseille,FC Nantes,1,Directed
Olympique Marseille,FC Porto,1,Directed
Olympique Marseille,Flamengo,1,Directed
Olympique Marseille,Galatasaray,1,Directed
Olympique Marseille,Granada CF,1,Directed
Olympique Marseille,Inter Milan,1,Directed
Olympique Marseille,Manchester City,1,Directed
Olympique Marseille,Manchester United,1,Directed
Olympique Marseille,RC Lens,1,Directed
Olympique Marseille,SC Braga,1,Directed
Olympique Marseille,Santos FC,1,Directed
Olympique Marseille,Spartak Moscow,1,Directed
Olympique Marseille,Três Passos,1,Directed
Orenburg,Alania Vl.,1,Directed
Orenburg,Argentinos Jrs.,1,Directed
Orenburg,Ban,1,Directed
Orenburg,Dynamo Brest,1,Directed
Orenburg,Hapoel Tel Aviv,1,Directed
Orenburg,KAA Gent,1,Directed
